state,year,county_fips,d_inc_vote,d_gas,d_unemp,d_income,d_lfpr,d_age,d_edu,d_white,d_black,d_asian,d_native,d_manufacturing,d_edu_health,d_homeowner,d_home_value,d_family_hh,d_married,d_hh_size,d_commute,d_pop,d_pop_density,d_percent_car,d_percent_pt,incumbent_party,lag_incumbent_party,same_party_incumbent,incumbent_vote_pct,d_partisan_lean
FL,2016,12081,-0.0352768779774747,-2.207241380339399,-2.3000000000000003,2782.813617886197,-2.8000000000000043,1.2000000000000028,0.009679659791546003,-0.00358290764323399,0.0019099475537213,2.965213119788014e-4,-0.0012920005983889904,-0.9999999999999999,18702,38.49999999999999,159566.287020906,2.299999999999997,0.5,0.08999999999999986,2,41993,56.516292757874965,-0.008488091473998871,2.9876171978344013e-4,DEMOCRAT,DEMOCRAT,TRUE,0.3979928251321539,-0.04706676520673303
FL,2012,12086,0.03400660010983858,-0.014359046605776804,3.3000000000000007,-7663.814764585804,0.5999999999999943,-0.5,-0.00498348865110898,0.004193813099865995,-0.0035519022571859904,8.887868957787991e-4,1.4259025123519991e-5,-1118936,1164740.8,5.800000000000004,-101684.81590593199,0,-0.10000000000000009,0.19999999999999973,-0.10000000000000142,192790,101.58726668565009,-0.013998410734301858,0.0045454050697309595,DEMOCRAT,REPUBLICAN,FALSE,0.6164537967059617,0.07604028697124657
FL,2016,12086,0.020297328570001327,-2.207241380339399,-3.8000000000000003,3485.3658899535003,-1.0999999999999943,1.2999999999999972,0.0058946035647010064,-0.01463767260291704,-0.012533781841230995,-7.168684062990038e-5,4.926845091662801e-4,-0.19999999999999996,125352,4.899999999999999,-275918.95905923296,0.3999999999999915,0.5,0,3.1000000000000014,121910,64.23830946443991,-9.661701202057227e-4,-0.006112016431036968,DEMOCRAT,DEMOCRAT,TRUE,0.636751125275963,0.05866680057665971
FL,2016,12087,-0.05020469545137518,-2.207241380339399,-2.9999999999999996,12646.10983594651,1.2000000000000028,-0.4000000000000057,0.035458820584943984,-0.00389210587600497,0.009394666344251193,0.011798146574267379,-0.00393421656601162,0.4999999999999998,3942,18.1,584711.112804878,1,0.19999999999999996,0.04999999999999982,-1.6999999999999993,4268,4.34160848957751,-0.005878553505392792,-0.01534290834755048,DEMOCRAT,DEMOCRAT,TRUE,0.4466076557276708,-0.0734001197926603
FL,2012,12091,-0.03285282532614425,-0.014359046605776804,1.4999999999999996,-9624.448012132794,-1.7999999999999972,-2.8000000000000043,0.019441148670593045,-0.031231594259858997,-0.003981606004088298,3.307014784724033e-4,-0.0024691190055342598,-82218.7,85380.7,4.099999999999994,-6831.684668180409,-3.799999999999997,0.6999999999999997,0.06000000000000005,0.8999999999999986,10390,11.169038709171986,0.002727035459899052,0.0019502941808056899,DEMOCRAT,REPUBLICAN,FALSE,0.24706217430747485,-0.04386597097414019
FL,2012,12095,-0.009411251788168373,-0.014359046605776804,2.1000000000000005,-11638.6392134142,-2.0999999999999943,-1.2999999999999972,0.010059495059625001,-0.008592628672098979,0.018112011678467987,0.004299214510711399,-0.00198895750469225,-545243.6,585533,5.799999999999997,-23669.41220195999,-2.999999999999993,-0.3999999999999999,0.06000000000000005,0.1999999999999993,129433,143.3007211729398,-0.011557434850492432,0.0032280254909688687,DEMOCRAT,REPUBLICAN,FALSE,0.5868118766872731,-0.0038176961294633938
FL,2016,12095,0.017085427783918194,-2.207241380339399,-3.5,4775.692545005797,-2.4000000000000057,0.8999999999999986,0.035627174656802985,0.0012880557049789187,-0.0031709619937259903,0.006123652990986196,-2.6764896679166007e-4,0.09999999999999998,68772,9.200000000000003,-42638.76669570204,1.8000000000000043,0.6000000000000001,-0.029999999999999805,1.6000000000000014,112133,124.14716314452016,-0.0030731460346801187,-8.892193336074786e-4,DEMOCRAT,DEMOCRAT,TRUE,0.6038973044711913,0.06411284604314857
FL,2016,12097,-0.009068014193230223,-2.207241380339399,-4.5,8618.761091753804,-2.299999999999997,0.10000000000000142,0.020895562269940993,-0.009362795220238085,-8.604604449699987e-4,-6.984484868636995e-4,-0.00120342674176867,-0.2,29006,20.900000000000006,166201.0133565625,3.8999999999999915,-1.6,0.2799999999999998,2.900000000000002,48599,36.605020549876,0.028234555580070375,-0.012992635831378059,DEMOCRAT,DEMOCRAT,TRUE,0.609517424361297,0.005605359408666827
FL,2012,12099,-0.03515860437371876,-0.014359046605776804,1.9000000000000004,-6742.406991055395,-0.10000000000000142,0.20000000000000284,0.005398753371069043,-0.01564544772308496,0.01729411875303702,0.0017296980306313985,-0.0014789833239147899,-572265.8,596829.8,3.400000000000002,-40316.10500035604,0.4000000000000057,-0.2999999999999998,0.08999999999999986,0,91252,46.329918620982994,-0.01724756329291155,0.005517910936279789,DEMOCRAT,REPUBLICAN,FALSE,0.5820522338989315,-0.05879896563641207
FL,2016,12099,-0.0163646331186581,-2.207241380339399,-2.7,5214.545150987295,-0.29999999999999716,1.1000000000000014,0.020676052440517956,-0.009254102014490062,0.008861571275747993,0.0013037666154858997,-1.5219417664297003e-4,-0.6,70879,37.4,-146866.66013356595,-0.4000000000000057,-0.40000000000000013,0.08999999999999986,-0.3000000000000007,87265,44.30566287270494,-0.007813780851579355,-0.0020021868993984407,DEMOCRAT,DEMOCRAT,TRUE,0.5656876007802734,-0.015806645503613215
FL,2016,12101,-0.08627333841263157,-2.207241380339399,-2.0000000000000004,2130.308304297396,-0.10000000000000142,0.5,0.004035975703621991,-0.0038344911868660736,0.008960631234235295,0.0015560519581220983,-0.00234812526385677,0,25566,46.800000000000004,4801.969367015001,-0.29999999999999716,-0.19999999999999996,0.020000000000000018,0.8000000000000007,41977,56.168587969307964,-0.014707906708426144,6.705613348938402e-4,DEMOCRAT,DEMOCRAT,TRUE,0.3738175906842112,-0.14915398880660363
FL,2012,12103,-0.02416886951505992,-0.014359046605776804,2.1000000000000005,-5501.4182675578995,-1.2000000000000028,1.0999999999999943,0.01800127429188597,-0.009660290203004962,4.5811670029199947e-4,0.0014668599936248986,7.399557397894298e-4,-426929.6,413213.9,6.200000000000003,-51923.13062985602,-1,-0.19999999999999973,-0.010000000000000231,0.8999999999999986,11059,40.391561242280204,-0.0012152289641268466,-0.0011224509427740694,DEMOCRAT,REPUBLICAN,FALSE,0.5224010382301147,-0.026057353115223003
FL,2016,12103,-0.04778776414364494,-2.207241380339399,-2.6000000000000005,4028.193437862901,-1.6000000000000014,1.2000000000000028,0.009672282624718032,-0.015316587282176997,-0.0016727276967170024,0.004105167349141403,-5.034796413342399e-4,-0.10000000000000003,28552,29.39999999999999,-112366.174506388,0.5,-0.40000000000000013,0.08999999999999986,0.6000000000000014,39411,143.94355910294007,-0.03413889335110154,0.0015254088209518697,DEMOCRAT,DEMOCRAT,TRUE,0.4746132740864698,-0.06763876889897946
FL,2012,12105,-0.012692435285601267,-0.014359046605776804,3.3,-8193.087490552898,-4.299999999999997,2.1000000000000014,0.004732355510629005,-0.006316580524117987,0.010753702330843995,0.0019675971480842998,-0.0011977323397468903,-250971.2,232756.7,1.9000000000000021,-20244.092791072995,-1.5999999999999943,0.8,0.1499999999999999,0.5999999999999979,35564,19.782509057387983,0.017822368351068762,0.0026768508430625696,DEMOCRAT,REPUBLICAN,FALSE,0.4609161060466538,-0.0068598195657993966
FL,2016,12105,-0.047876297947158086,-2.207241380339399,-4.199999999999999,4138.473903890801,-0.10000000000000142,0,0.009043486460869998,-0.00111012387665399,4.546280179298923e-5,0.0018892271730334004,-3.188003661057301e-4,-1.1999999999999997,41511,35.7,-30351.44163763101,-1.4000000000000057,0.19999999999999973,0.20000000000000018,-0.5,49991,27.807541623211023,0.0018078682929379974,1.9224453637298015e-4,DEMOCRAT,DEMOCRAT,TRUE,0.4130398080994957,-0.0724997997640403
FL,2012,12109,-0.03945332087958092,-0.014359046605776804,0.7000000000000002,-14001.536070728602,-2.000000000000007,1.7999999999999972,0.051990057569784975,-3.705816198260603e-4,-0.0059355159349053985,9.992218674031994e-4,2.832589742972301e-4,-90040.3,94690.2,1.8000000000000007,4297.947214485612,-1.4000000000000057,0.19999999999999996,-0.08000000000000007,-0.3000000000000007,20648,34.37477315498603,0.007240583999484573,-2.018988746009965e-5,DEMOCRAT,REPUBLICAN,FALSE,0.306546452371619,-0.061542855120765794
FL,2016,12109,0.009164756735139279,-2.207241380339399,-3.6,19023.172640824298,-3.6999999999999957,0.5,-0.003185606769176008,-0.007801882177384978,-0.0019123225438315017,0.006793364282069902,0.00205495815258794,-0.09999999999999998,15458,53.900000000000006,306822.4194250871,2,-0.2999999999999998,0.20999999999999996,3.900000000000002,32899,54.77022772306799,-0.013393202761121326,-0.0035754947977817203,DEMOCRAT,DEMOCRAT,TRUE,0.31571120910675826,0.043472690255798196
FL,2016,12111,-0.08965268674338811,-2.2216004269451757,-4.5,-6165.9504683388,-7.399999999999999,5.700000000000003,0.02945903331101901,-0.003905866350791043,0.014899077714631004,0.0023459205008899975,0.0017213166011174103,-112790.5,126956.1,44.6,111962.839932652,-1.5,-2,0.03000000000000025,-1.4000000000000021,41399,72.38467975663002,-0.046803573940120136,0.00256006898109269,DEMOCRAT,REPUBLICAN,FALSE,0.4748485945742543,-0.1453867255183085
FL,2012,12115,-0.045310282580458994,-0.014359046605776804,1,-5169.203972133502,-2.700000000000003,2.799999999999997,0.04494919397613095,-0.009863894845884014,0.0010803726216829027,0.002140559071197,0.00246933785076462,-156384.4,152306.5,2.1999999999999993,-5427.07576616999,-2.0999999999999943,0.09999999999999987,-0.05999999999999961,1,14090,25.353997830402932,0.0073071199931116215,0.00118367130686975,DEMOCRAT,REPUBLICAN,FALSE,0.4584490071332177,-0.07313413710371015
FL,2016,12115,-0.0311866382652643,-2.207241380339399,-3.6000000000000005,6261.431090301892,-3.1999999999999957,2.200000000000003,0.019180192654355,6.748508896560201e-4,-0.0053378501282507,6.316379249748979e-4,-0.00155734172181383,0.6,12549,50.400000000000006,133466.16579558697,3,-0.09999999999999987,0.10999999999999988,3.200000000000003,26422,47.54459408622506,-0.021653087636900326,0.0049809570052768894,DEMOCRAT,DEMOCRAT,TRUE,0.4272623688679534,-0.041833833090611006
FL,2012,12117,-0.02739147216001997,-0.014359046605776804,3,-9557.1929594229,-4.6000000000000085,-0.29999999999999716,0.029385338134299,0.004280482923435969,0.011860763647306996,0.006591356261215202,0.00102723088568698,-218679.7,203850.5,4.799999999999997,-20462.19534548599,1.2000000000000028,-0.09999999999999987,0.1499999999999999,1.6999999999999993,19984,64.60581273172988,1.4458043018761302e-4,0.0018478793832381202,DEMOCRAT,REPUBLICAN,FALSE,0.4622998753714888,-0.036847367659537056
FL,2016,12117,0.008646695487930678,-2.207241380339399,-3.8999999999999995,5024.589525261297,-1.5,0.20000000000000284,0.03855247719124799,-0.03134742181521499,-2.3391299443800695e-4,-6.503243571506015e-4,-0.0023147691057603,0.10000000000000003,21698,31.900000000000006,163171.07433217196,0,0.30000000000000004,-0.16999999999999993,0.3000000000000007,24641,79.66132063264013,-0.030920601102227496,0.005505722014172259,DEMOCRAT,DEMOCRAT,TRUE,0.4709465708594195,0.049009673417891475
FL,2012,12127,-0.043448536742836774,-0.014359046605776804,1.9,-12461.519998430202,-6.299999999999997,3.700000000000003,-0.011724477661441995,-0.009077838710308983,0.011314114864619099,1.6441970113539872e-4,8.993517663249098e-4,-222549.3,190257.2,6.100000000000001,-32704.24746949799,-1.3000000000000043,0.20000000000000018,0.029999999999999805,-0.3999999999999986,-1086,-0.9864739276410432,0.0011335461800183744,2.140976493172804e-4,DEMOCRAT,REPUBLICAN,FALSE,0.489255380837057,-0.0685231461102011
FL,2016,12127,-0.0710723081070661,-2.207241380339399,-2,4512.2257404181,1.1999999999999957,0.7999999999999972,0.030478953953708976,0.0015922522997089406,-0.002274873874375999,0.0019100773565213017,0.0011755822166175899,-0.09999999999999998,28409,40.300000000000004,22577.52032520401,-1.3999999999999986,0,-0.029999999999999805,1.5999999999999979,32414,29.44343083845405,-0.027462758153478317,0.00674066863153524,DEMOCRAT,DEMOCRAT,TRUE,0.4181830727299909,-0.11832044607882075
MA,2012,25001,-0.04690081346376618,0.49369784780224624,2,-2284.4202229366056,-2,4.600000000000001,-0.005327664041957003,-0.013443009857252886,0.004804154349094099,0.0025516965324859,-0.00224846624086285,-108686.1,100059.2,-0.40000000000000213,-10051.877790653001,0.6000000000000014,0.09999999999999987,0.040000000000000036,-0.5,-5626,-14.289490134364087,-0.00445047625345063,0.003771816801649829,DEMOCRAT,REPUBLICAN,FALSE,0.5320362092927168,-0.062447008053028774
MA,2016,25001,0.009043410016721265,-2.404069210543296,-1.9,7537.525798490096,-0.5,2.200000000000003,0.028779477065798975,-0.01167877134309514,0.0010523542323361001,2.5436668990040136e-4,7.143738557598197e-4,0.09999999999999998,2843,60.300000000000004,401834.93321719,-0.6000000000000014,1.0000000000000002,-0.0900000000000003,-1.6000000000000014,-1147,-2.9132678962170075,-0.024390826500177876,0.004001687129259121,DEMOCRAT,DEMOCRAT,TRUE,0.541079619309438,0.058991895485450085
MA,2012,25005,-0.035403765893759376,0.49369784780224624,2.1000000000000005,-8612.407420931093,-3.8999999999999915,1.8999999999999986,0.01511177288921603,-0.019321859081101955,0.002081997786280501,0.0026272802639977985,7.244901244881699e-4,-281718.5,260282.8,2.3000000000000043,-14631.203079812985,-2.6000000000000085,-0.6000000000000001,-0.03000000000000025,1.5,5259,9.507695568222971,0.007724625495160731,-0.00103048709023559,DEMOCRAT,REPUBLICAN,FALSE,0.5919530949157175,-0.02766428841083529
MA,2016,25005,-0.07162645478621821,-2.404069210543296,-3.1000000000000005,12981.110779616705,0.8999999999999915,0.5,0.03747864629570796,-0.0457999175551741,0.005175811647290897,0.0034949562878499006,-0.00200943226439106,0.6000000000000001,23300,24.199999999999996,204041.920005807,0.6000000000000085,0.10000000000000009,-0.020000000000000018,0.5,7242,13.092742214309055,-0.01865276726695675,0.0014081585903932617,DEMOCRAT,DEMOCRAT,TRUE,0.5203266401294993,-0.10696948450044907
MA,2012,25009,-0.03805765685108875,0.49369784780224624,1.7000000000000002,-2778.6667011915997,-0.5999999999999943,1.1000000000000014,-0.0028267580053140118,-0.020299421555038943,0.012342044496306999,6.621124972495014e-4,-6.137490070981101e-4,-377033.6,376295.9,3.5,-24658.741146581015,0.7999999999999972,-0.7,0.010000000000000231,0.8000000000000007,19161,38.90250357016998,-0.022475015609356275,0.008327626627654863,DEMOCRAT,REPUBLICAN,FALSE,0.5740357083391336,-0.039691407479473584
MA,2016,25009,0.011193897734555147,-2.404069210543296,-2.4000000000000004,3849.9174143437995,-1.0999999999999943,0.5999999999999943,0.021977857861262995,0.016488066129943912,-0.004564324389192999,0.002730823710336401,5.4801300850732e-4,0.09999999999999998,22982,26.6,262574.16884436697,-0.6999999999999886,0.8,0.029999999999999805,2.3999999999999986,23400,47.50892873764997,-0.010807700654165586,0.0034831235334773017,DEMOCRAT,DEMOCRAT,TRUE,0.5852296060736888,0.06308982287314141
MA,2012,25013,-0.022492501663718856,0.49369784780224624,1,-4033.752703666003,-1.2999999999999972,0.8999999999999986,0.02048364896744198,-3.578833388769853e-4,0.0016311651711119063,0.004744425450273499,5.230988113231199e-4,-209844.6,205205.8,2.3000000000000043,-13218.273742092017,-0.20000000000000284,-0.3999999999999999,0.03000000000000025,0.8000000000000007,5083,8.236256283462012,-0.009781268225550033,-0.0013849277974311083,DEMOCRAT,REPUBLICAN,FALSE,0.616864355610557,-0.0026188923784621343
MA,2016,25013,-0.06255329351334205,-2.404069210543296,-3,610.1336527294043,-0.5,0.10000000000000142,0.009009724323877033,0.044092916044368935,0.0014166173794828985,5.307868549609997e-4,-7.844200712735097e-4,0.09999999999999998,13857,24.5,109882.77511614401,-0.20000000000000284,-0.10000000000000009,-0.020000000000000018,0.10000000000000142,2544,4.122179025206947,-0.012887868162345772,-0.0012528158434421122,DEMOCRAT,DEMOCRAT,TRUE,0.5543110620972149,-0.08371148591383637
MA,2012,25017,-0.03589596187642141,0.49369784780224624,1.4000000000000004,-1602.7648055299942,0,-0.3999999999999986,0.01312342206480599,-0.031085117035854037,0.0080205717423572,0.014127350899754698,-4.899912083426001e-5,-799147.8,819899.3,1.7999999999999972,-33217.60588296701,0.7000000000000028,0.20000000000000007,0.020000000000000018,1,54737,66.92909748961006,-0.002653643863265387,0.00087114322529650845,DEMOCRAT,REPUBLICAN,FALSE,0.6255936990333745,-0.030110986229918757
MA,2016,25017,0.038102008040553415,-2.404069210543296,-1.8000000000000003,12184.879696573,0.4000000000000057,-0.20000000000000284,0.04584879221347604,-0.02970230851587896,0.005995765280315098,0.01796680540710191,2.165403706854501e-4,0,62762,24.5,125293.64038908202,1.3999999999999915,0.5999999999999999,0.040000000000000036,1.8000000000000007,52559,64.26597064063003,-0.033546104806667976,0.017040539515921396,DEMOCRAT,DEMOCRAT,TRUE,0.6636957070739279,0.11222316905452645
MA,2012,25021,-0.03496671114771033,0.49369784780224624,2.2,-9047.936231917003,-1,0.8000000000000043,-8.867488320110084e-4,-0.026546991275959053,0.008882985085977506,0.014465745125213106,-0.0016259451538776903,-351955.7,347910.4,1.5,-17806.639663722017,-0.5999999999999943,-0.30000000000000004,0.04999999999999982,1.6000000000000014,21936,55.37972671933994,0.004420627526306009,-0.008997710937773296,DEMOCRAT,REPUBLICAN,FALSE,0.5685860379274268,-0.03299783177858079
